자전거번호,대여일시,대여소번호,대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리,나이
SPB-07062,2020-12-12 19:27,104,합정역 1번출구 앞,12,2020-12-12 19:33,101,(구)합정동 주민센터,1,5,1090,28
SPB-22277,2020-12-12 19:20,103,망원역 2번출구 앞,13,2020-12-12 20:14,101,(구)합정동 주민센터,1,50,4520,39
SPB-14593,2020-12-12 19:20,103,망원역 2번출구 앞,14,2020-12-12 20:15,101,(구)합정동 주민센터,1,54,5140,37
SPB-02239,2020-12-12 19:42,284,센트럴 푸르지오 시티 앞,11,2020-12-12 20:26,101,(구)합정동 주민센터,2,39,4660,47
SPB-02367,2020-12-12 20:24,101,(구)합정동 주민센터,2,2020-12-12 20:42,101,(구)합정동 주민센터,1,17,1820,52
SPB-21760,2020-12-12 20:28,826,서울역 서부교차로2,20,2020-12-12 20:57,101,(구)합정동 주민센터,5,27,6120,51
SPB-16068,2020-12-12 22:12,102,망원역 1번출구 앞,2,2020-12-12 22:20,101,(구)합정동 주민센터,2,7,1130,34
SPB-03852,2020-12-12 22:17,102,망원역 1번출구 앞,15,2020-12-12 22:27,101,(구)합정동 주민센터,5,9,1070,29
SPB-05480,2020-12-12 22:27,103,망원역 2번출구 앞,10,2020-12-12 22:33,101,(구)합정동 주민센터,2,6,1050,26
SPB-14488,2020-12-12 22:33,103,망원역 2번출구 앞,11,2020-12-12 22:39,101,(구)합정동 주민센터,1,5,1090,33
SPB-22933,2020-12-12 22:30,112,극동방송국 앞,5,2020-12-12 22:44,101,(구)합정동 주민센터,4,13,1700,21
SPB-17890,2020-12-12 22:03,391,정동길입구,3,2020-12-12 22:48,101,(구)합정동 주민센터,3,44,8120,25
SPB-14571,2020-12-12 22:54,114,홍대입구역 8번출구 앞,11,2020-12-12 23:07,101,(구)합정동 주민센터,2,13,2400,31
SPB-20415,2020-12-12 23:10,113,홍대입구역 2번출구 앞,1,2020-12-12 23:22,101,(구)합정동 주민센터,5,12,1250,24
SPB-08818,2020-12-12 23:13,108,서교동 사거리,2,2020-12-12 23:24,101,(구)합정동 주민센터,2,10,1360,65
SPB-16380,2020-12-13 0:35,419,홈플러스 앞,20,2020-12-13 0:51,101,(구)합정동 주민센터,1,16,,28
SPB-13790,2020-12-13 8:05,203,국회의사당역 3번출구 옆,2,2020-12-13 8:30,101,(구)합정동 주민센터,3,25,4980,29
SPB-08399,2020-12-13 6:49,101,(구)합정동 주민센터,3,2020-12-13 8:40,101,(구)합정동 주민센터,2,100,2830,24
SPB-14276,2020-12-13 11:23,101,(구)합정동 주민센터,,2020-12-13 12:45,101,(구)합정동 주민센터,5,81,2400,46
SPB-13611,2020-12-13 12:46,152,마포구민체육센터 앞,27,2020-12-13 12:57,101,(구)합정동 주민센터,1,10,1210,58
SPB-15132,2020-12-13 14:16,106,합정역 7번출구 앞,10,2020-12-13 14:28,101,(구)합정동 주민센터,1,11,950,30
SPB-18981,2020-12-13 14:42,134,연세로 명물길,1,2020-12-13 15:05,101,(구)합정동 주민센터,3,22,3890,25
SPB-20417,2020-12-13 18:24,116,일진아이윌아파트 옆,,2020-12-13 20:27,101,(구)합정동 주민센터,1,114,2970,35
SPB-20022,2020-12-13 18:23,116,일진아이윌아파트 옆,4,2020-12-13 20:28,101,(구)합정동 주민센터,4,122,3440,28
SPB-14218,2020-12-13 20:33,114,홍대입구역 8번출구 앞,6,2020-12-13 20:52,101,(구)합정동 주민센터,2,17,2590,37
SPB-19959,2020-12-13 20:46,102,망원역 1번출구 앞,,2020-12-13 20:55,101,(구)합정동 주민센터,3,8,1110,29
SPB-14218,2020-12-13 21:05,101,(구)합정동 주민센터,2,2020-12-13 21:25,101,(구)합정동 주민센터,2,19,1730,47
SPB-21297,2020-12-13 21:04,391,정동길입구,8,2020-12-13 21:51,101,(구)합정동 주민센터,1,45,7750,21
SPB-10067,2020-12-13 21:37,108,서교동 사거리,1,2020-12-13 21:58,101,(구)합정동 주민센터,,20,1270,25
SPB-08019,2020-12-13 21:56,112,극동방송국 앞,9,2020-12-13 22:06,101,(구)합정동 주민센터,5,10,1660,30
SPB-24279,2020-12-13 23:23,125,서강대 남문 옆,,2020-12-13 23:43,101,(구)합정동 주민센터,2,18,4670,41
SPB-18301,2020-12-13 23:40,103,망원역 2번출구 앞,9,2020-12-14 0:21,101,(구)합정동 주민센터,4,,6510,22
SPB-12984,2020-12-14 1:03,134,연세로 명물길,8,2020-12-14 1:32,101,(구)합정동 주민센터,1,27,3400,27
SPB-10067,2020-12-14 5:59,101,(구)합정동 주민센터,3,2020-12-14 7:00,101,(구)합정동 주민센터,2,59,2440,25
SPB-11714,2020-12-14 6:22,113,홍대입구역 2번출구 앞,5,2020-12-14 7:18,101,(구)합정동 주민센터,5,54,2410,43
SPB-24164,2020-12-14 10:04,182,망원2빗물펌프장 앞,4,2020-12-14 10:40,101,(구)합정동 주민센터,2,35,,26
SPB-11835,2020-12-14 10:31,182,망원2빗물펌프장 앞,7,2020-12-14 11:32,101,(구)합정동 주민센터,1,59,5080,30
SPB-00927,2020-12-14 13:45,1998,고척교 교차로,6,2020-12-14 14:40,101,(구)합정동 주민센터,4,54,9310,29
SPB-05095,2020-12-14 16:07,151,망원1동주민센터,8,2020-12-14 16:20,101,(구)합정동 주민센터,1,12,1130,28
SPB-14725,2020-12-14 16:30,152,마포구민체육센터 앞,24,2020-12-14 16:41,101,(구)합정동 주민센터,2,10,1200,59
SPB-17468,2020-12-14 21:40,106,합정역 7번출구 앞,5,2020-12-14 21:45,101,(구)합정동 주민센터,1,4,840,31
SPB-15033,2020-12-14 21:32,125,서강대 남문 옆,7,2020-12-14 21:56,101,(구)합정동 주민센터,3,23,5230,25
SPB-15025,2020-12-14 22:24,103,망원역 2번출구 앞,14,2020-12-14 22:31,101,(구)합정동 주민센터,2,7,1070,36
SPB-14235,2020-12-15 0:45,108,서교동 사거리,1,2020-12-15 1:16,101,(구)합정동 주민센터,5,30,2240,43
SPB-03852,2020-12-15 9:20,103,망원역 2번출구 앞,14,2020-12-15 9:27,101,(구)합정동 주민센터,2,6,690,21
SPB-19930,2020-12-15 9:51,104,합정역 1번출구 앞,8,2020-12-15 9:59,101,(구)합정동 주민센터,1,7,1120,24
SPB-19930,2020-12-15 10:19,101,(구)합정동 주민센터,1,2020-12-15 10:32,101,(구)합정동 주민센터,1,12,1040,30
SPB-19930,2020-12-15 10:43,101,(구)합정동 주민센터,1,2020-12-15 11:23,101,(구)합정동 주민센터,3,39,3370,37
SPB-22264,2020-12-15 12:02,103,망원역 2번출구 앞,5,2020-12-15 12:08,101,(구)합정동 주민센터,1,5,1030,23
SPB-19930,2020-12-15 12:54,101,(구)합정동 주민센터,3,2020-12-15 13:03,101,(구)합정동 주민센터,3,8,1350,37
SPB-12136,2020-12-15 13:49,103,망원역 2번출구 앞,12,2020-12-15 13:57,101,(구)합정동 주민센터,4,7,1270,46
SPB-19930,2020-12-15 13:09,101,(구)합정동 주민센터,3,2020-12-15 14:24,101,(구)합정동 주민센터,3,74,2860,25
SPB-06200,2020-12-15 14:26,115,사루비아 빌딩 앞,1,2020-12-15 14:44,101,(구)합정동 주민센터,4,,0,41
SPB-16226,2020-12-15 14:47,102,망원역 1번출구 앞,17,2020-12-15 14:55,101,(구)합정동 주민센터,3,7,1170,44
SPB-16430,2020-12-15 14:56,104,합정역 1번출구 앞,7,2020-12-15 15:05,101,(구)합정동 주민센터,1,9,1000,22
SPB-20868,2020-12-15 14:42,104,합정역 1번출구 앞,12,2020-12-15 15:10,101,(구)합정동 주민센터,2,25,1770,26
SPB-17824,2020-12-15 17:05,148,용강동 주민센터 앞,11,2020-12-15 17:34,101,(구)합정동 주민센터,5,28,5710,44
SPB-08573,2020-12-15 17:59,151,망원1동주민센터,6,2020-12-15 18:08,101,(구)합정동 주민센터,1,8,990,44
SPB-06910,2020-12-15 18:20,432,마포중앙도서관,9,2020-12-15 18:34,101,(구)합정동 주민센터,1,13,2330,33
SPB-11840,2020-12-15 18:35,106,합정역 7번출구 앞,10,2020-12-15 18:42,101,(구)합정동 주민센터,5,6,810,41
SPB-17824,2020-12-15 18:21,101,(구)합정동 주민센터,5,2020-12-15 18:47,101,(구)합정동 주민센터,1,25,1750,22
SPB-04690,2020-12-15 18:22,148,용강동 주민센터 앞,3,2020-12-15 18:54,101,(구)합정동 주민센터,1,30,5510,36
SPB-05294,2020-12-15 19:01,104,합정역 1번출구 앞,4,2020-12-15 19:09,101,(구)합정동 주민센터,1,8,1290,22
SPB-03379,2020-12-15 18:31,226,샛강역 1번출구 앞,18,2020-12-15 19:18,101,(구)합정동 주민센터,4,46,6850,33
SPB-07966,2020-12-15 19:10,410,상암중학교 옆,4,2020-12-15 19:32,101,(구)합정동 주민센터,3,20,4540,57
SPB-07239,2020-12-15 19:12,104,합정역 1번출구 앞,12,2020-12-15 20:06,101,(구)합정동 주민센터,1,53,1230,49
SPB-12175,2020-12-15 20:22,184,SK망원동주유소 건너편,7,2020-12-15 20:32,101,(구)합정동 주민센터,1,9,1470,22
SPB-13199,2020-12-15 20:25,403,부엉이공원 앞,1,2020-12-15 21:00,101,(구)합정동 주민센터,2,33,6840,23
SPB-17396,2020-12-15 20:38,346,맥스타일 앞,6,2020-12-15 21:02,101,(구)합정동 주민센터,1,24,5290,26
SPB-14833,2020-12-15 21:18,432,마포중앙도서관,2,2020-12-15 21:31,101,(구)합정동 주민센터,1,12,2440,37
SPB-11389,2020-12-15 21:22,245,삼성생명 당산사옥 앞,6,2020-12-15 21:46,101,(구)합정동 주민센터,3,23,3190,29
SPB-07788,2020-12-15 21:38,152,마포구민체육센터 앞,23,2020-12-15 21:49,101,(구)합정동 주민센터,1,11,1070,30
SPB-25156,2020-12-15 23:15,623,서울시립대 정문 앞,12,2020-12-15 23:33,101,(구)합정동 주민센터,1,17,2860,46
SPB-17319,2020-12-15 22:46,391,정동길입구,2,2020-12-15 23:34,101,(구)합정동 주민센터,2,48,8290,24
SPB-11389,2020-12-15 22:05,101,(구)합정동 주민센터,3,2020-12-15 23:37,101,(구)합정동 주민센터,1,91,2020,21
SPB-17800,2020-12-16 0:42,106,합정역 7번출구 앞,5,2020-12-16 0:50,101,(구)합정동 주민센터,4,7,940,49
SPB-01566,2020-12-16 1:29,106,합정역 7번출구 앞,1,2020-12-16 1:35,101,(구)합정동 주민센터,1,5,820,28
SPB-22267,2020-12-16 1:52,151,망원1동주민센터,9,2020-12-16 1:56,101,(구)합정동 주민센터,5,4,1000,44
SPB-23155,2020-12-16 1:45,124,서강대 정문 건너편,6,2020-12-16 2:01,101,(구)합정동 주민센터,1,14,2790,48
SPB-11546,2020-12-16 1:59,108,서교동 사거리,5,2020-12-16 2:09,101,(구)합정동 주민센터,1,9,1550,29
SPB-14751,2020-12-16 9:06,438,성산2-1 공영주차장,9,2020-12-16 9:26,101,(구)합정동 주민센터,5,19,3900,29
SPB-24781,2020-12-16 9:47,104,합정역 1번출구 앞,10,2020-12-16 9:53,101,(구)합정동 주민센터,3,6,1070,63
SPB-24781,2020-12-16 10:45,101,(구)합정동 주민센터,3,2020-12-16 11:50,101,(구)합정동 주민센터,4,64,5600,65
SPB-24858,2020-12-16 11:41,113,홍대입구역 2번출구 앞,21,2020-12-16 11:54,101,(구)합정동 주민센터,1,11,2060,67
SPB-24781,2020-12-16 12:54,101,(구)합정동 주민센터,4,2020-12-16 12:58,101,(구)합정동 주민센터,4,4,690,30
SPB-04514,2020-12-16 12:32,152,마포구민체육센터 앞,1,2020-12-16 13:04,101,(구)합정동 주민센터,3,32,1200,30
SPB-22373,2020-12-16 14:42,102,망원역 1번출구 앞,6,2020-12-16 14:50,101,(구)합정동 주민센터,2,8,1160,29
SPB-06607,2020-12-16 14:54,102,망원역 1번출구 앞,13,2020-12-16 15:04,101,(구)합정동 주민센터,4,9,1410,21
SPB-20633,2020-12-16 15:33,113,홍대입구역 2번출구 앞,24,2020-12-16 15:50,101,(구)합정동 주민센터,2,16,2240,22
SPB-09784,2020-12-16 15:59,148,용강동 주민센터 앞,10,2020-12-16 16:27,101,(구)합정동 주민센터,1,28,5030,45
SPB-04514,2020-12-16 16:55,101,(구)합정동 주민센터,3,2020-12-16 17:07,101,(구)합정동 주민센터,3,10,1840,25
SPB-17300,2020-12-16 18:14,148,용강동 주민센터 앞,2,2020-12-16 18:42,101,(구)합정동 주민센터,1,28,5390,21
SPB-06102,2020-12-16 18:55,151,망원1동주민센터,9,2020-12-16 19:02,101,(구)합정동 주민센터,2,6,,21
SPB-11141,2020-12-16 19:16,247,당산역 10번출구 앞,4,2020-12-16 19:31,101,(구)합정동 주민센터,4,15,2450,25
SPB-02757,2020-12-16 19:38,151,망원1동주민센터,2,2020-12-16 19:49,101,(구)합정동 주민센터,5,10,1310,28
SPB-09235,2020-12-16 19:23,403,부엉이공원 앞,8,2020-12-16 20:01,101,(구)합정동 주민센터,1,32,6450,58
SPB-23858,2020-12-16 21:01,826,서울역 서부교차로2,12,2020-12-16 21:31,101,(구)합정동 주민센터,1,29,6210,22
SPB-08753,2020-12-16 22:01,106,합정역 7번출구 앞,7,2020-12-16 22:07,101,(구)합정동 주민센터,1,5,590,22
SPB-07236,2020-12-16 22:15,152,마포구민체육센터 앞,25,2020-12-16 22:27,101,(구)합정동 주민센터,2,10,1200,32
SPB-16069,2020-12-16 23:13,104,합정역 1번출구 앞,1,2020-12-16 23:18,101,(구)합정동 주민센터,1,5,990,35
SPB-22144,2020-12-16 22:51,391,정동길입구,4,2020-12-16 23:32,101,(구)합정동 주민센터,3,38,7330,24
SPB-06351,2020-12-16 23:47,103,망원역 2번출구 앞,9,2020-12-16 23:53,101,(구)합정동 주민센터,1,5,0,22
SPB-16124,2020-12-17 0:20,104,합정역 1번출구 앞,9,2020-12-17 0:28,101,(구)합정동 주민센터,4,7,1070,21
SPB-20972,2020-12-17 1:00,104,합정역 1번출구 앞,11,2020-12-17 1:05,101,(구)합정동 주민센터,5,5,710,25
SPB-22802,2020-12-17 9:32,103,망원역 2번출구 앞,3,2020-12-17 9:39,101,(구)합정동 주민센터,2,6,930,25
SPB-18589,2020-12-17 10:01,106,합정역 7번출구 앞,3,2020-12-17 10:06,101,(구)합정동 주민센터,1,4,500,24
SPB-19322,2020-12-17 11:50,152,마포구민체육센터 앞,23,2020-12-17 11:56,101,(구)합정동 주민센터,3,6,1160,35
SPB-17788,2020-12-17 13:04,152,마포구민체육센터 앞,20,2020-12-17 13:10,101,(구)합정동 주민센터,4,5,1200,45
SPB-13934,2020-12-17 18:00,106,합정역 7번출구 앞,4,2020-12-17 18:06,101,(구)합정동 주민센터,2,5,860,58
SPB-17924,2020-12-17 18:33,148,용강동 주민센터 앞,1,2020-12-17 19:08,101,(구)합정동 주민센터,2,34,690,28
SPB-11626,2020-12-17 18:55,267,삼성화재 사옥 옆,3,2020-12-17 19:08,101,(구)합정동 주민센터,5,12,2060,42
SPB-10061,2020-12-17 21:53,106,합정역 7번출구 앞,8,2020-12-17 22:00,101,(구)합정동 주민센터,3,6,910,27
SPB-17924,2020-12-17 21:51,152,마포구민체육센터 앞,19,2020-12-17 22:01,101,(구)합정동 주민센터,2,9,1420,21
SPB-19322,2020-12-17 21:23,101,(구)합정동 주민센터,3,2020-12-17 22:40,101,(구)합정동 주민센터,1,71,1940,37
SPB-24072,2020-12-17 22:17,826,서울역 서부교차로2,20,2020-12-17 22:45,101,(구)합정동 주민센터,2,26,6130,31
SPB-22075,2020-12-17 23:48,103,망원역 2번출구 앞,4,2020-12-17 23:53,101,(구)합정동 주민센터,1,5,760,25
SPB-05410,2020-12-18 3:20,106,합정역 7번출구 앞,1,2020-12-18 3:24,101,(구)합정동 주민센터,1,3,830,39
SPB-09193,2020-12-18 9:04,203,국회의사당역 3번출구 옆,1,2020-12-18 9:28,101,(구)합정동 주민센터,4,21,4340,22
SPB-07205,2020-12-18 12:07,1160,양천향교역 7번출구앞,1,2020-12-18 12:55,101,(구)합정동 주민센터,1,47,10260,25
SPB-07247,2020-12-18 16:13,148,용강동 주민센터 앞,11,2020-12-18 17:05,101,(구)합정동 주민센터,4,52,7420,25
SPB-15391,2020-12-18 17:14,113,홍대입구역 2번출구 앞,22,2020-12-18 17:29,101,(구)합정동 주민센터,1,,2290,31
SPB-18517,2020-12-18 18:40,104,합정역 1번출구 앞,1,2020-12-18 18:48,101,(구)합정동 주민센터,4,8,990,55
SPB-12442,2020-12-18 18:25,226,샛강역 1번출구 앞,15,2020-12-18 19:16,101,(구)합정동 주민센터,3,49,6340,35
SPB-11712,2020-12-18 19:19,104,합정역 1번출구 앞,8,2020-12-18 19:25,101,(구)합정동 주민센터,1,5,890,38
SPB-23012,2020-12-18 19:53,267,삼성화재 사옥 옆,2,2020-12-18 20:05,101,(구)합정동 주민센터,2,12,2350,41
SPB-16711,2020-12-18 20:41,151,망원1동주민센터,2,2020-12-18 20:48,101,(구)합정동 주민센터,4,6,1040,26
SPB-23793,2020-12-18 21:43,826,서울역 서부교차로2,18,2020-12-18 22:10,101,(구)합정동 주민센터,5,25,6320,46
SPB-23154,2020-12-18 22:05,106,합정역 7번출구 앞,10,2020-12-18 22:11,101,(구)합정동 주민센터,5,5,510,25
SPB-07283,2020-12-18 22:15,152,마포구민체육센터 앞,17,2020-12-18 22:26,101,(구)합정동 주민센터,,11,0,39
SPB-10593,2020-12-18 23:29,106,합정역 7번출구 앞,5,2020-12-18 23:40,101,(구)합정동 주민센터,4,10,,28
SPB-18614,2020-12-18 23:07,391,정동길입구,5,2020-12-18 23:49,101,(구)합정동 주민센터,3,40,7510,28
SPB-24467,2020-12-19 1:04,103,망원역 2번출구 앞,3,2020-12-19 1:10,101,(구)합정동 주민센터,1,5,770,25
SPB-13450,2020-12-19 2:22,151,망원1동주민센터,10,2020-12-19 2:27,101,(구)합정동 주민센터,2,4,1070,22
SPB-25161,2020-12-19 3:13,106,합정역 7번출구 앞,6,2020-12-19 3:18,101,(구)합정동 주민센터,1,3,640,21
SPB-24515,2020-12-19 3:58,112,극동방송국 앞,1,2020-12-19 4:08,101,(구)합정동 주민센터,1,9,1620,21
SPB-12116,2020-12-19 4:22,112,극동방송국 앞,5,2020-12-19 4:33,101,(구)합정동 주민센터,1,11,2200,22
SPB-17768,2020-12-19 9:31,103,망원역 2번출구 앞,14,2020-12-19 9:37,101,(구)합정동 주민센터,,5,,22
SPB-18841,2020-12-19 20:40,113,홍대입구역 2번출구 앞,24,2020-12-19 20:53,101,(구)합정동 주민센터,1,12,2280,37
SPB-24467,2020-12-19 21:55,152,마포구민체육센터 앞,18,2020-12-19 22:05,101,(구)합정동 주민센터,1,10,1180,27
SPB-17570,2020-12-19 22:16,391,정동길입구,7,2020-12-19 23:04,101,(구)합정동 주민센터,5,48,8100,28
